0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0.06963113,0.2918007,1.7191796,1.0224476,-0.1350626,0.48537514,-0.6924893,0.9888579,0.12291732,1.5551977,0.117436536,0.79072404,-0.5477269,0.070823126,0.3931969,-1.3557705,0.6563033,-0.75278234,0.09426998,-1.3979416,-0.8902879,1.3301193,0.0025349755,0.94805145,0.7046633,-0.127048,-0.11508366,0.25951883,-0.05319971,-1.1963391,-1.0710977,1.0083034
-0.13781682,0.8632038,0.86162156,-0.19401006,-0.26252624,0.42341104,-0.15999056,-0.11473763,0.56997395,0.88152474,0.18073119,0.28174537,-0.5504406,-0.045198064,0.15068723,-0.07486734,0.36056316,-0.13207816,0.12882887,-1.0048712,-1.331835,0.69065017,-0.08608979,0.41225013,0.47378826,-0.32984862,-0.006306164,-0.32504264,0.18820451,-0.7602091,-0.7023716,0.52924824
-0.0717651,-0.09409544,0.12363282,-0.3110035,-0.04453676,0.095172904,-0.2099942,-0.43439183,0.030276999,0.3085206,-0.2682055,0.33299407,-0.2195607,0.277946,0.75951934,0.0848641,0.11818811,-0.3546892,-0.1249542,-0.12713315,-0.37935677,0.121354856,0.12874742,-0.22621584,0.08370664,0.39626634,0.24335779,-0.36765376,0.4253418,-0.7563014,-0.3459809,0.06867453
0.32198521,0.48326394,0.531532,0.9806967,-0.25585386,0.5057623,-0.63254905,0.6795187,0.13477139,0.8408032,0.84840894,0.1064308,-0.111285746,-0.54329383,1.0183331,-0.42446896,-0.061214212,-0.22413526,-0.06324636,-0.96296185,-0.69333726,1.437282,-0.23794346,0.740074,0.81557196,-0.4340377,-0.53053707,0.023127513,-0.11880353,-0.78057796,-0.6966055,1.60826
0.14013392,0.28358725,0.39991978,0.95633656,-0.119233556,0.16351502,-0.64246345,0.96396285,0.14915906,1.2015916,0.49395826,0.8437648,-0.29276946,-0.39151797,0.59520537,-0.6225267,0.047546703,-0.208486,-0.09399676,-1.1507599,-0.5770268,1.5557839,-0.73995954,0.78860956,1.0333177,-0.33022377,-0.6268292,-0.05537954,-0.34060422,-1.1376394,-0.9858575,1.4745296
-0.14843331,0.20734619,-0.2693369,-0.013848916,0.086103655,0.34934282,0.057936054,-0.1950383,-0.222601,0.34764552,-0.034169503,0.22751206,-0.051982243,-0.095485054,0.45028162,0.5841106,0.21074651,-0.20564334,-0.550879,-0.20253076,-0.9029023,0.29358134,-0.38289094,0.5218155,0.7232879,-0.38073587,0.025404913,-0.15912192,-0.10137924,-0.37339604,-0.5866427,0.40922448
0.021773586,0.018449733,1.2557784,0.7556432,0.41880473,-0.3202227,-0.2597235,0.5144099,0.83270335,1.1931082,-0.12500753,0.8598339,-0.5889472,0.25013122,-0.030297989,-1.1812668,1.0462898,-0.9258592,-0.16021448,-2.0236418,-1.3305957,1.5232167,-0.10485921,-0.6271604,-0.28574726,0.45907474,0.2553291,-0.58358973,0.046641335,-2.1771297,-0.4096551,1.1361039
-0.0545781,0.53341365,0.32173944,0.19309151,0.032976244,0.053343922,-0.05604356,0.013682164,0.3696623,0.7118686,0.11551806,0.39611912,-0.42363092,-0.22954984,0.2757273,-0.12305763,0.0635894,-0.2721943,-0.057633337,-0.9816324,-1.2197627,0.75241566,-0.043988783,0.40547594,0.65082026,-0.17740542,0.035521656,-0.2176129,-0.11536377,-0.7543866,-0.6642282,0.75238824
-0.26860285,0.28279802,-0.08185593,0.10368834,0.02061377,0.17247595,-0.2590114,-0.3040386,-0.09015489,0.5796142,-0.19497971,0.53349525,-0.3749663,-0.12603217,0.33559978,0.24883501,-0.031278092,-0.20109749,-0.5169503,-0.46847156,-1.0696793,0.44814762,-0.56156665,0.5584368,0.6555888,-0.019837469,0.01564766,-0.09726759,-0.19252358,-0.7727902,-0.62929296,0.28505346
-0.33776984,0.47356963,0.4603602,0.11973176,0.44077334,-0.0054420033,0.13025366,0.31971884,0.22536485,0.9796893,0.07425265,0.6421818,-0.28338802,-0.67839575,0.008441892,-0.29631147,0.7979912,-0.41409633,-0.02179508,-1.2351447,-1.5283537,1.2913426,-0.30186594,0.39356014,0.8339059,-0.6422327,0.30822173,0.01944906,-0.4477403,-0.8599065,-1.0995109,0.3303987
-1.241362,0.46105573,0.46218905,0.3920512,0.41202283,-0.08949342,0.09652534,-0.06845345,-0.49932846,0.8775956,-0.6699972,0.9049003,-0.8905063,0.24035482,-1.0648468,-0.39351282,1.7841893,-1.2764271,-0.04225938,-1.6733004,-2.1687205,1.6418179,-0.8674051,0.22939317,0.95001364,-0.6443479,0.9219038,0.6025042,-0.9483871,-1.7612635,-1.416135,-0.8593208
0.0017606243,0.08323867,-0.1412283,0.25206912,0.17580114,-0.09117768,-0.18935277,-0.072970025,-0.04750234,0.5973387,0.06664905,0.17848653,-0.28941524,-0.13330995,0.5562441,-0.06749765,0.0067093023,0.030277992,-0.12099401,-0.28165367,-0.12161104,0.6253474,-0.32246473,0.17415063,0.39269534,0.39804232,-0.13396509,0.18997031,-0.13755377,-0.5504007,-0.23101377,0.630256
-0.64044386,0.5358345,-0.37138262,-0.43238723,0.15144229,0.1596484,0.321483,-0.39979836,-0.0010793954,0.4746062,-0.23302372,0.28293535,-0.51072806,0.2353577,-0.28490493,0.4695913,0.5806219,-0.56784374,-0.35025194,-0.6185513,-1.7270288,0.5400911,-0.41417158,0.4192482,0.7953696,-0.79088384,0.73822784,-0.124147914,-0.58294994,-0.66138023,-0.7397693,-0.3557931
-0.32712802,0.65927297,1.6443844,0.45956555,-0.19160704,-0.13590752,0.27186343,0.61855173,0.10782069,1.1191052,-0.7795105,0.54428667,-0.9783871,0.25812602,-0.9392514,-0.72578007,1.0963453,-1.3738564,-0.41031823,-1.2230706,-1.3747587,0.8784332,-0.0009629627,0.102617085,0.08769303,0.5865763,0.6644451,0.069974445,-0.19894427,-1.2633423,-0.80607986,0.18890773
